id	trait	prot_name
PITPNA.9934.29.3	Q00169	PITPNA
PITPNB.12484.67.3	P48739	PITPNB
PIWIL1.12793.4.3	Q96J94	PIWIL1
PKD2.13745.10.3	Q13563	PKD2
PKLR.11203.97.3	P30613	PKLR
PLA2G10.2949.6.2	O15496	PLA2G10
PLA2G12B.9380.2.3	Q9BX93	PLA2G12B
PLA2G16.7865.126.3	P53816	PLA2G16
PLA2G2A.2692.74.2	P14555	PLA2G2A
PLA2G2C.8850.5.3	Q5R387	PLA2G2C
PLA2G2E.13670.81.3	Q9NZK7	PLA2G2E
PLA2G2E.2447.7.4	Q9NZK7	PLA2G2E
PLA2G5.2449.1.4	P39877	PLA2G5
PLA2R1.10916.44.3	Q13018	PLA2R1
PLAU.4158.54.2	P00749	PLAU
PLAUR.2652.15.1	Q03405	PLAUR
PLBD1.6315.58.3	Q6P4A8	PLBD1
PLBD2.6536.54.3	Q8NHP8	PLBD2
PLCG1.4563.61.2	P19174	PLCG1
PLD3.10948.14.3	Q8IV08	PLD3
PLD5.8081.55.3	Q8N7P1	PLD5
PLEKHA1.12459.13.3	Q9HB21	PLEKHA1
PLEKHA7.12731.12.3	Q6IQ23	PLEKHA7
PLG.3710.49.2	P00747	PLG
PLG.4150.75.2	P00747	PLG
PLK1.3394.81.2	P53350	PLK1
PLOD2.6923.1.3	O00469	PLOD2
PLOD3.10612.18.3	O60568	PLOD3
PLS1.12737.12.3	Q14651	PLS1
PLXNA1.9005.16.3	Q9UIW2	PLXNA1
PLXNB2.9216.100.3	O15031	PLXNB2
PLXNC1.4564.2.2	O60486	PLXNC1
PMEL.6472.40.3	P40967	PMEL
PMEPA1.6936.7.3	Q969W9	PMEPA1
PMS2.11312.40.3	P54278	PMS2
PMVK.12450.42.3	Q15126	PMVK
PNKP.13657.2.3	Q96T60	PNKP
PNLIPRP1.6627.25.3	P54315	PNLIPRP1
PNP.10039.32.3	P00491	PNP
PODXL.8792.17.3	O00592	PODXL
POFUT1.5634.39.3	Q9H488	POFUT1
POFUT2.6042.52.3	Q9Y2G5	POFUT2
POGLUT1.6467.65.3	Q8NBL1	POGLUT1
POLH.10022.207.3	Q9Y253	POLH
POLI.13536.56.3	Q9UNA4	POLI
POLM.12851.5.3	Q9NP87	POLM
POLR1C.12939.1.3	O15160	POLR1C
POMC.2558.51.3	P01189	POMC
POMC.4890.10.1	P01189	POMC
POMC.9204.33.3	P01189	POMC
POMGNT1.8253.2.3	Q8WZA1	POMGNT1
POMGNT2.6359.50.3	Q8NAT1	POMGNT2
POR.2731.29.2	P16435	POR
POSTN.3457.57.1	Q15063	POSTN
POSTN.6645.53.3	Q15063	POSTN
POSTN.6650.20.3	Q15063	POSTN
POU2F1.11715.1.3	P14859	POU2F1
PPAPDC1A.13548.53.3	Q5VZY2	PPAPDC1A
PPARA.12954.71.3	Q07869	PPARA
PPBP.2790.54.2	P02775	PPBP
PPCDC.13996.16.3	Q96CD2	PPCDC
PPIA.5247.17.4	P62937	PPIA
PPIB.4718.5.2	P23284	PPIB
PPIE.5238.26.3	Q9UNP9	PPIE
PPIH.12449.16.3	O43447	PPIH
PPIL1.9884.8.3	Q9Y3C6	PPIL1
PPIL2.14314.6.3	Q13356	PPIL2
PPM1A.12619.14.3	P35813	PPM1A
PPM1L.7187.3.3	Q5SGD2	PPM1L
PPP1R3B.12768.3.3	Q86XI6	PPP1R3B
PPP2R1A.12621.55.3	P30153	PPP2R1A
PPP2R3A.13665.35.3	Q06190	PPP2R3A
PPP3R1.3657.74.3	P63098	PPP3R1
PPT1.9244.27.3	P50897	PPT1
PPY.4588.1.2	P01298	PPY
PQLC2L.7939.1.3	A1A4F0	PQLC2L
PRB4.12590.67.3	P10163	PRB4
PRC1.11591.43.3	O43663	PRC1
PRCP.5722.78.3	P42785	PRCP
PRDM1.14197.2.3	O75626	PRDM1
PRDM4.12779.30.3	Q9UKN5	PRDM4
PRDX1.3855.56.1	Q06830	PRDX1
PRDX4.7789.182.3	Q13162	PRDX4
PRELP.5675.6.3	P51888	PRELP
PRG3.9015.1.3	Q9Y2Y8	PRG3
PRH1.10502.15.3	P02810	PRH1
PRIM1.13591.31.3	P49642	PRIM1
PRKAA1.PRKAB1.PRKAG1.5183.53.3	"P54619	PRKAA1
PRKAA2.PRKAB2.PRKAG1.5245.40.5	"O43741	PRKAA2
PRKACA.3466.8.2	P17612	PRKACA
PRKAR1B.12479.50.3	P31321	PRKAR1B
PRKCA.2644.11.2	P17252	PRKCA
PRKCB.5475.10.3	P05771	PRKCB
PRKCI.3379.29.1	P41743	PRKCI
PRKCSH.5687.5.3	P14314	PRKCSH
PRKCZ.2645.54.1	Q05513	PRKCZ
PRKG1.13067.5.3	Q13976	PRKG1
PRL.2585.2.5	P01236	PRL
PRLH.6543.182.3	P81277	PRLH
PRLR.5114.65.3	P16471	PRLR
PRMT3.12696.166.3	O60678	PRMT3
PRNP.6545.58.3	P04156	PRNP
PROC.3758.63.3	P04070	PROC
PROC.3758.68.3	P04070	PROC
PROK1.2247.20.11	P58294	PROK1
PROL1.6530.63.3	Q99935	PROL1
PRPF6.9581.4.3	O94906	PRPF6
PRPSAP1.9478.69.3	Q14558	PRPSAP1
PRR16.10621.26.3	Q569H4	PRR16
PRRG1.8306.54.3	O14668	PRRG1
PRRG1.9008.6.3	O14668	PRRG1
PRRG4.9579.59.3	Q9BZD6	PRRG4
PRSS1.3049.61.2	P07477	PRSS1
PRSS2.5034.79.1	P07478	PRSS2
PRSS22.4534.10.2	Q9GZN4	PRSS22
PRSS3.3479.71.2	P35030	PRSS3
PRSS37.5653.23.3	A4D1T9	PRSS37
PRTN3.13720.95.3	P24158	PRTN3
PRTN3.3514.49.2	P24158	PRTN3
PSAPL1.8814.33.3	Q6NUJ1	PSAPL1
PSD.13055.53.3	A5PKW4	PSD
PSD2.9118.7.3	Q9BQI7	PSD2
PSG11.7846.44.3	Q9UQ72	PSG11
PSG2.6405.74.3	P11465	PSG2
PSG3.6444.15.3	Q16557	PSG3
PSG4.5649.83.3	Q00888	PSG4
PSG5.9314.9.3	Q15238	PSG5
PSG6.6456.17.3	Q00889	PSG6
PSG7.5651.50.3	Q13046	PSG7
PSG8.6238.55.3	Q9UQ74	PSG8
PSG9.9335.28.3	Q00887	PSG9
PSMA1.3859.50.2	P25786	PSMA1
PSMA1.7880.9.3	P25786	PSMA1
PSMA2.4280.47.2	P25787	PSMA2
PSMA4.14099.20.3	P25789	PSMA4
PSMA6.3860.7.2	P60900	PSMA6
PSMB5.12580.7.3	P28074	PSMB5
PSMD1.8824.2.3	Q99460	PSMD1
PSMD11.13572.43.3	O00231	PSMD11
PSMD4.13568.30.3	P55036	PSMD4
PSMD5.10716.35.3	Q16401	PSMD5
PSMD7.3898.5.2	P51665	PSMD7
PSME1.5918.5.3	Q06323	PSME1
PSME3.5204.13.3	P61289	PSME3
PSMG3.12729.12.3	Q9BT73	PSMG3
PSPN.2696.87.2	O60542	PSPN
PTCHD3.13517.3.3	Q3KNS1	PTCHD3
PTEN.3831.21.1	P60484	PTEN
PTGDS.10514.5.3	P41222	PTGDS
PTGFRN.12727.7.3	Q9P2B2	PTGFRN
PTGR1.13543.7.3	Q14914	PTGR1
PTH.5954.62.3	P01270	PTH
PTH1R.13470.43.3	Q03431	PTH1R
PTH2.7257.18.3	Q96A98	PTH2
PTHLH.2962.50.2	P12272	PTHLH
PTK2B.8918.64.3	Q14289	PTK2B
PTK6.3832.51.1	Q13882	PTK6
PTN.3045.72.2	P21246	PTN
PTP4A2.11699.16.3	Q12974	PTP4A2
PTPN1.3005.5.2	P18031	PTPN1
PTPN11.3397.7.4	Q06124	PTPN11
PTPN2.3401.8.2	P17706	PTPN2
PTPN4.14254.27.3	P29074	PTPN4
PTPN7.14688.6.3	P35236	PTPN7
PTPN9.12633.3.3	P43378	PTPN9
PTPRD.9296.15.3	P23468	PTPRD
PTPRH.11222.62.3	Q9HD43	PTPRH
PTPRH.11988.24.3	Q9HD43	PTPRH
PTPRJ.8250.2.3	Q12913	PTPRJ
PTPRR.6361.49.3	Q15256	PTPRR
PTPRS.6049.64.3	Q13332	PTPRS
PTPRU.8337.65.3	Q92729	PTPRU
PTS.12014.19.3	Q03393	PTS
PTX3.6447.73.3	P26022	PTX3
PUF60.10575.31.3	Q9UHX1	PUF60
PURA.12537.88.3	Q00577	PURA
PUS1.11201.19.3	Q9Y606	PUS1
PVR.8064.125.3	P15151	PVR
PVRIG.6464.40.3	Q6DKI7	PVRIG
PVRL2.6245.4.3	Q92692	PVRL2
PVRL3.13557.3.3	Q9NQS3	PVRL3
PVRL4.5734.13.3	Q96NY8	PVRL4
PXDNL.11324.3.3	A1KZ92	PXDNL
PYDC1.12835.101.3	Q8WXC3	PYDC1
PYGL.11441.11.3	P06737	PYGL
PYY.3727.35.1	P10082	PYY
QDPR.11257.1.3	P09417	QDPR
QPCT.7849.3.3	Q16769	QPCT
QPCTL.8866.53.3	Q9NXS2	QPCTL
QRFP.6463.59.3	P83859	QRFP
QSOX1.6070.11.3	O00391	QSOX1
QSOX1.6217.23.3	O00391	QSOX1
QSOX2.8397.147.3	Q6ZRP7	QSOX2
RAB14.14283.12.3	P61106	RAB14
RAB22A.12408.333.3	Q9UL26	RAB22A
RAB26.6997.32.3	Q9ULW5	RAB26
RAB27A.9504.19.3	P51159	RAB27A
RAB27B.13596.3.3	O00194	RAB27B
RAB35.13514.121.3	Q15286	RAB35
RAB39B.12403.30.3	Q96DA2	RAB39B
RAB7B.12409.90.3	Q96AH8	RAB7B
RABEPK.13599.15.3	Q7Z6M1	RABEPK
RAC3.5271.5.1	P60763	RAC3
RACGAP1.13587.10.3	Q9H0H5	RACGAP1
RAD1.12670.15.3	O60671	RAD1
RAD23A.10058.1.3	P54725	RAD23A
RAD23B.12522.6.3	P54727	RAD23B
RAD51.2871.73.2	Q06609	RAD51
RAD51L3.12554.10.3	O75771	RAD51L3
RAET1E.7800.85.3	Q8TD07	RAET1E
RANBP3.14037.18.3	Q9H6Z4	RANBP3
RAP1GAP.13735.1.3	P47736	RAP1GAP
RAP1GDS1.14106.46.3	P52306	RAP1GDS1
RAP2A.9885.41.3	P10114	RAP2A
RAPGEF5.9059.14.3	Q92565	RAPGEF5
RARRES1.8398.277.3	P49788	RARRES1
RARRES3.10961.15.3	Q9UL19	RARRES3
RASA1.5481.16.3	P20936	RASA1
RB1.5024.67.1	P06400	RB1
RBBP5.13631.1.3	Q15291	RBBP5
RBBP6.9887.40.3	Q7Z6E9	RBBP6
RBFOX2.11462.8.3	O43251	RBFOX2
RBL1.12879.5.3	P28749	RBL1
RBM19.11468.15.3	Q9Y4C8	RBM19
RBM23.11590.5.3	Q86U06	RBM23
RBM24.11380.84.3	Q9BX46	RBM24
RBM28.11927.3.3	Q9NW13	RBM28
RBM3.12747.89.3	P98179	RBM3
RBM39.4284.18.3	Q14498	RBM39
RBP4.5482.61.3	P02753	RBP4
RBP7.14208.3.3	Q96R05	RBP7
RCAN1.13465.5.3	P53805	RCAN1
RCN2.10645.72.3	Q14257	RCN2
RCVRN.14334.3.3	P35243	RCVRN
RDH16.12881.17.3	O75452	RDH16
RECQL.11431.235.3	P46063	RECQL
REG3A.9277.16.3	Q06141	REG3A
REG4.11102.22.3	Q9BYZ8	REG4
RELB.11464.9.3	Q01201	RELB
RELL1.13399.33.3	Q8IUW5	RELL1
RELL2.6600.70.3	Q8NC24	RELL2
RELT.14112.40.3	Q969Z4	RELT
RELT.5115.31.3	Q969Z4	RELT
REN.3396.54.2	P00797	REN
REPIN1.13554.78.3	Q9BWE0	REPIN1
RET.3220.40.2	P07949	RET
RETN.3046.31.1	Q9HD89	RETN
RETSAT.8381.18.4	Q6NUM9	RETSAT
REXO2.13590.1.3	Q9Y3B8	REXO2
RFESD.13603.7.3	Q8TAC1	RFESD
RFFL.14186.13.3	Q8WZ73	RFFL
RFK.13059.33.3	Q969G6	RFK
RFNG.7203.125.3	Q9Y644	RFNG
RFXAP.12726.3.3	O00287	RFXAP
RGMA.5483.1.3	Q96B86	RGMA
RGMB.3331.8.1	Q6NW40	RGMB
RGS10.11634.32.3	O43665	RGS10
RGS18.13982.33.3	Q9NS28	RGS18
RGS19.12713.365.3	P49795	RGS19
RGS3.12827.37.3	P49796	RGS3
RGS8.11666.72.3	P57771	RGS8
RHOA.9855.10.3	P61586	RHOA
RHOD.12442.4.3	O00212	RHOD
RHOG.12540.25.3	P84095	RHOG
RHPN2.11439.88.3	Q8IUC4	RHPN2
RIC3.11228.37.3	Q7Z5B4	RIC3
RIC3.7125.4.3	Q7Z5B4	RIC3
RIPK2.8970.9.3	O43353	RIPK2
RIPK2.8993.151.3	O43353	RIPK2
RIPPLY1.9767.22.3	Q0D2K3	RIPPLY1
RLBP1.12936.38.3	P12271	RLBP1
RMDN1.7096.30.3	Q96DB5	RMDN1
RMDN3.9290.8.3	Q96TC7	RMDN3
RMI1.13926.1.3	Q9H9A7	RMI1
RNASE1.7211.2.3	P07998	RNASE1
RNASE10.5602.62.3	Q5GAN6	RNASE10
RNASE13.6424.2.3	Q5GAN3	RNASE13
RNASE2.8394.56.3	P10153	RNASE2
RNASE4.5644.60.3	P34096	RNASE4
RNASE6.5646.20.3	Q93091	RNASE6
RNASEH1.8470.213.3	O60930	RNASEH1
RND1.13574.50.3	Q92730	RND1
RNF114.9957.9.3	Q9Y508	RNF114
RNF122.11160.56.3	Q9H9V4	RNF122
RNF128.6510.56.3	Q8TEB7	RNF128
RNF13.8087.250.3	O43567	RNF13
RNF148.7742.11.3	Q8N7C7	RNF148
RNF148.9955.40.3	Q8N7C7	RNF148
RNF149.9773.15.3	Q8NC42	RNF149
RNF150.9774.59.3	Q9ULK6	RNF150
RNF165.11561.32.3	Q6ZSG1	RNF165
RNF215.7758.217.3	Q9Y6U7	RNF215
RNF219.8822.163.3	Q5W0B1	RNF219
RNF34.13386.248.3	Q969K3	RNF34
RNF43.14120.2.3	Q68DV7	RNF43
RNF8.14663.44.3	O76064	RNF8
RNGTT.12847.27.3	O60942	RNGTT
RNMTL1.9584.105.3	Q9HC36	RNMTL1
RNPC3.12814.17.3	Q96LT9	RNPC3
ROBO1.5740.17.3	Q9Y6N7	ROBO1
ROBO2.5116.62.2	Q9HCK4	ROBO2
ROBO3.5117.14.3	Q96MS0	ROBO3
ROCK2.13654.1.3	O75116	ROCK2
ROR1.2590.69.4	Q01973	ROR1
ROR2.7861.9.3	Q01974	ROR2
RORB.12483.62.3	Q92753	RORB
RPE.12646.2.3	Q96AT9	RPE
RPIA.12333.87.3	P49247	RPIA
RPL30.12478.15.3	P62888	RPL30
RPLP2.10949.59.3	P05387	RPLP2
RPN1.10490.3.3	P04843	RPN1
RPN1.6458.6.3	P04843	RPN1
RPRD1A.13515.8.3	Q96P16	RPRD1A
RPS27A.2846.24.2	P62979	RPS27A
RPS27A.4474.19.2	P62979	RPS27A
RPS3.5026.66.1	P23396	RPS3
RPS3A.5484.63.3	P61247	RPS3A
RPS4X.9758.17.3	P62701	RPS4X
RPS6KA6.12688.115.3	Q9UK32	RPS6KA6
RPS7.3864.5.2	P62081	RPS7
RPSA.4957.1.2	P08865	RPSA
RQCD1.8975.26.3	Q92600	RQCD1
RRBP1.9492.5.3	Q9P2E9	RRBP1
RRM1.11360.39.3	P23921	RRM1
RRM2B.8854.59.3	Q7LG56	RRM2B
RRM2B.8925.25.3	Q7LG56	RRM2B
RS1.6497.10.3	O15537	RS1
RSPO3.13094.75.3	Q9BXY4	RSPO3
RSPO4.8464.31.3	Q2I0M5	RSPO4
RSRP1.9050.170.3	Q9BUV0	RSRP1
RTBDN.8613.97.3	Q9BSG5	RTBDN
RTN4R.5105.2.3	Q9BZR6	RTN4R
RUFY1.11425.31.3	Q96T51	RUFY1
RUNX3.11138.16.3	Q13761	RUNX3
RXFP1.14135.3.3	Q9HBX9	RXFP1
RYK.5583.62.3	P34925	RYK
S100A11.14011.17.3	P31949	S100A11
S100A12.5852.6.3	P80511	S100A12
S100A13.7223.60.3	Q99584	S100A13
S100A2.11969.5.3	P29034	S100A2
S100A4.14116.129.3	P26447	S100A4
S100A5.14222.68.3	P33763	S100A5
S100A6.13090.17.3	P06703	S100A6
S100A7.5921.58.3	P31151	S100A7
S100A9.5339.49.3	P06702	S100A9
SAA1.4336.2.1	P0DJI8	SAA1
SAMHD1.11303.7.3	Q9Y3Z3	SAMHD1
SAP18.12830.4.3	O00422	SAP18
SAP30.12888.18.3	O75446	SAP30
SARS2.12348.46.3	Q9NP81	SARS2
SAT1.9859.180.3	P21673	SAT1
SAT2.12524.18.3	Q96F10	SAT2
SATB1.13511.29.3	Q01826	SATB1
SATB2.10081.17.3	Q9UPW6	SATB2
SAYSD1.6594.64.3	Q9NPB0	SAYSD1
SBSN.5724.58.3	Q6UWP8	SBSN
SCAMP5.13509.5.3	Q8TAC9	SCAMP5
SCARA3.10872.103.3	Q6AZY7	SCARA3
SCARA3.11292.13.3	Q6AZY7	SCARA3
SCARA3.9569.14.3	Q6AZY7	SCARA3
SCARA3.9731.29.3	Q6AZY7	SCARA3
SCARA5.10419.1.3	Q6ZMJ2	SCARA5
SCARB2.5100.53.3	Q14108	SCARB2
SCARF2.5130.67.3	Q96GP6	SCARF2
SCARF2.8956.96.3	Q96GP6	SCARF2
SCARF2.9925.56.3	Q96GP6	SCARF2
SCG2.8377.87.4	P13521	SCG2
SCG3.7957.2.3	Q8WXD2	SCG3
SCGB1C1.5960.49.3	Q8TD33	SCGB1C1
SCGB1D2.6508.68.3	O95969	SCGB1D2
SCGB2A1.5001.6.2	O75556	SCGB2A1
SCGN.10894.25.3	O76038	SCGN
SCIN.12684.5.3	Q9Y6U3	SCIN
SCMH1.12604.16.3	Q96GD3	SCMH1
SCN2B.8353.15.3	O60939	SCN2B
SCO1.7853.19.3	O75880	SCO1
SCP2D1.14175.78.3	Q9UJQ7	SCP2D1
SCUBE1.8989.40.3	Q8IWY4	SCUBE1
SDF2L1.6990.44.3	Q9HCN8	SDF2L1
SDHAF2.6420.4.3	Q9NX18	SDHAF2
SEC11C.10658.28.3	Q9BY50	SEC11C
SEC13.14689.3.3	P55735	SEC13
SEC22A.13713.164.3	Q96IW7	SEC22A
SEC61B.7878.2.3	P60468	SEC61B
SEC61G.8872.1.3	P60059	SEC61G
SECTM1.13093.6.3	Q8WVN6	SECTM1
SEL1L2.9082.25.3	Q5TEA6	SEL1L2
SELE.3470.1.2	P16581	SELE
SELL.4831.4.2	P14151	SELL
SELP.4154.57.2	P16109	SELP
SELPLG.11266.8.3	Q14242	SELPLG
SEMA3A.3222.11.2	Q14563	SEMA3A
SEMA3B.5667.3.3	Q13214	SEMA3B
SEMA3C.6448.36.3	Q99985	SEMA3C
SEMA3E.5363.51.3	O15041	SEMA3E
SEMA3G.5628.21.3	Q9NS98	SEMA3G
SEMA4C.7923.41.3	Q9C0C4	SEMA4C
SEMA4D.5737.61.3	Q92854	SEMA4D
SEMA5A.13132.14.3	Q13591	SEMA5A
SEMA6A.5122.92.2	Q9H2E6	SEMA6A
SEMA6A.7945.10.3	Q9H2E6	SEMA6A
SEMA6C.14597.5.3	Q9H3T2	SEMA6C
SEMA7A.7019.13.3	O75326	SEMA7A
SEMG1.7115.5.3	P04279	SEMG1
SEMG2.6373.54.3	Q02383	SEMG2
SENP7.12626.6.3	Q9BQF6	SENP7
SEPHS1.14083.25.3	P49903	SEPHS1
SEPT10.12690.33.3	Q9P0V9	SEPT10
SERAC1.8985.13.3	Q96JX3	SERAC1
SERF1A.7842.52.3	O75920	SERF1A
SERPINA10.13119.26.3	Q9UK55	SERPINA10
SERPINA10.6583.67.3	Q9UK55	SERPINA10
SERPINA12.6551.94.3	Q8IW75	SERPINA12
SERPINA4.14105.5.3	P29622	SERPINA4
SERPINA4.3449.58.2	P29622	SERPINA4
SERPINA6.4785.30.3	P08185	SERPINA6
SERPINA9.7266.4.3	Q86WD7	SERPINA9
SERPINC1.3344.60.4	P01008	SERPINC1
SERPINE1.2925.9.1	P05121	SERPINE1
SERPINE2.3217.74.2	P07093	SERPINE2
SERPINF1.7735.17.3	P36955	SERPINF1
SERPINF1.9211.19.3	P36955	SERPINF1
SERPINF2.3024.18.2	P08697	SERPINF2
SERPING1.4479.14.2	P05155	SERPING1
SERPINI2.7117.21.3	O75830	SERPINI2
SETD2.12647.52.3	Q9BYW2	SETD2
SETMAR.12462.20.3	Q53H47	SETMAR
SEZ6L2.3867.49.1	Q6UXD5	SEZ6L2
SF1.12777.11.3	Q15637	SF1
SF3B4.13449.25.3	Q15427	SF3B4
SFN.4829.43.6	P31947	SFN
SFRP1.3221.54.1	Q8N474	SFRP1
SFRP2.7751.121.3	Q96HF1	SFRP2
SFTPC.5738.25.3	P11686	SFTPC
SFTPD.4414.69.2	P35247	SFTPD
SGCB.7034.4.3	Q16585	SGCB
SGTA.3868.8.1	O43765	SGTA
SH2D1A.4567.82.2	O60880	SH2D1A
SH3BP2.7769.29.3	P78314	SH3BP2
SHC1.5272.55.2	P29353	SHC1
SHC2.14074.2.3	P98077	SHC2
SHC4.11692.21.3	Q6S5L8	SHC4
SHISA3.7057.18.3	A0PJX4	SHISA3
SIAE.9263.57.3	Q9HAT2	SIAE
SIGIRR.8326.63.3	Q6IA17	SIGIRR
SIGLEC10.6048.4.3	Q96LC7	SIGLEC10
SIGLEC11.8913.22.3	Q96RL6	SIGLEC11
SIGLEC12.10037.98.3	Q96PQ1	SIGLEC12
SIGLEC12.8352.26.3	Q96PQ1	SIGLEC12
SIGLEC14.5125.6.3	Q08ET2	SIGLEC14
SIGLEC14.8248.222.3	Q08ET2	SIGLEC14
SIGLEC7.2742.68.2	Q9Y286	SIGLEC7
SIGLEC8.7864.3.3	Q9NYZ4	SIGLEC8
SIGLEC9.3007.7.2	Q9Y336	SIGLEC9
SIRPA.5430.66.3	P78324	SIRPA
SIRPB1.6247.9.3	O00241	SIRPB1
SIRPB2.5669.26.3	Q5JXA9	SIRPB2
SIRPG.9241.40.3	Q9P1W8	SIRPG
SIRT2.5030.52.1	Q8IXJ6	SIRT2
SIRT5.12461.8.3	Q9NXA8	SIRT5
SIT1.11194.6.3	Q9Y3P8	SIT1
SKIL.14670.1.3	P12757	SKIL
SKP1.3902.21.2	P63208	SKP1
SLAMF1.7953.20.3	Q13291	SLAMF1
SLAMF6.5128.53.3	Q96DU3	SLAMF6
SLAMF7.5487.7.3	Q9NQ25	SLAMF7
SLAMF7.7882.31.3	Q9NQ25	SLAMF7
SLAMF8.8994.65.3	Q9P0V8	SLAMF8
SLC14A1.13430.50.3	Q13336	SLC14A1
SLC14A2.12818.159.3	Q15849	SLC14A2
SLC22A16.9969.8.3	Q86VW1	SLC22A16
SLC25A18.5280.68.5	Q9H1K4	SLC25A18
SLC26A11.13502.2.3	Q86WA9	SLC26A11
SLC26A5.9127.4.3	P58743	SLC26A5
SLC27A2.9045.3.3	O14975	SLC27A2
SLC30A3.9081.39.3	Q99726	SLC30A3
SLC30A5.9594.30.3	Q8TAD4	SLC30A5
SLC35B3.10660.33.3	Q9H1N7	SLC35B3
SLC35G2.13501.10.3	Q8TBE7	SLC35G2
SLC41A2.12511.83.3	Q96JW4	SLC41A2
SLC4A8.12798.46.3	Q2Y0W8	SLC4A8
SLC5A5.12826.5.3	Q92911	SLC5A5
SLC5A8.13691.10.3	Q8N695	SLC5A8
SLC6A14.13053.6.3	Q9UN76	SLC6A14
SLC6A16.13056.18.3	Q9GZN6	SLC6A16
SLC6A9.11653.69.3	P48067	SLC6A9
SLC9B2.9088.20.3	Q86UD5	SLC9B2
SLCO5A1.11669.39.3	Q9H2Y9	SLCO5A1
SLITRK1.3643.90.2	Q96PX8	SLITRK1
SLITRK3.10565.19.3	O94933	SLITRK3
SLITRK4.7139.14.3	Q8IW52	SLITRK4
SLITRK5.4568.17.2	O94991	SLITRK5
SLURP1.6401.73.3	P55000	SLURP1
SMAD2.10364.6.3	Q15796	SMAD2
SMAD4.12022.12.3	Q13485	SMAD4
SMAP1.11649.3.3	Q8IYB5	SMAP1
SMC3.14324.52.3	Q9UQE7	SMC3
SMCO2.7925.18.3	A6NFE2	SMCO2
SMDT1.9497.3.3	Q9H4I9	SMDT1
SMIM10.9379.248.3	Q96HG1	SMIM10
SMIM9.8888.33.3	A6NGZ8	SMIM9
SMOC1.13118.5.3	Q9H4F8	SMOC1
SMPDL3A.14086.11.3	Q92484	SMPDL3A
SMPDL3A.4771.10.3	Q92484	SMPDL3A
SMR3A.7838.27.3	Q99954	SMR3A
SMR3B.8595.75.3	P02814	SMR3B
SMYD2.12636.113.3	Q9NRG4	SMYD2
SNAI2.10014.31.3	O43623	SNAI2
SNAP25.13105.7.3	P60880	SNAP25
SNAP29.12357.41.3	O95721	SNAP29
SNAPIN.6975.52.3	O95295	SNAPIN
SNCA.8458.111.3	P37840	SNCA
SNCA.8458.16.3	P37840	SNCA
SNRPA.12678.66.3	P09012	SNRPA
SNX1.8807.13.3	Q13596	SNX1
SNX17.12845.18.3	Q15036	SNX17
SNX4.3903.49.2	O95219	SNX4
SNX7.14245.195.3	Q9UNH6	SNX7
SNX8.6925.26.3	Q9Y5X2	SNX8
SOCS3.11440.58.3	O14543	SOCS3
SOCS7.11657.86.3	O14512	SOCS7
SOD2.5008.51.1	P04179	SOD2
SOD3.8463.2.3	P08294	SOD3
SORBS3.12976.49.3	O60504	SORBS3
SORT1.11300.32.3	Q99523	SORT1
SOST.13101.60.3	Q9BQB4	SOST
SPACA3.8076.4.3	Q8IXA5	SPACA3
SPACA7.6466.7.3	Q96KW9	SPACA7
SPAG11A.5726.49.3	Q6PDA7	SPAG11A
SPAG11B.5762.35.3	Q08648	SPAG11B
SPARC.14110.200.3	P09486	SPARC
SPARC.3043.49.2	P09486	SPARC
SPARCL1.13707.27.3	Q14515	SPARCL1
SPARCL1.4467.49.2	Q14515	SPARCL1
SPAST.8388.24.3	Q9UBP0	SPAST
SPATA20.11117.2.3	Q8TB22	SPATA20
SPATA9.7809.22.3	Q9BWV2	SPATA9
SPG21.11122.97.3	Q9NZD8	SPG21
SPHK2.4468.21.2	Q9NRA0	SPHK2
SPINK13.10624.45.3	Q1W4C9	SPINK13
SPINK2.13405.61.3	P20155	SPINK2
SPINK5.8028.22.3	Q9NQ38	SPINK5
SPINK6.5731.1.3	Q6UWN8	SPINK6
SPINK8.7962.11.3	P0C7L1	SPINK8
SPINK9.8042.88.3	Q5DT21	SPINK9
SPINT1.2828.82.2	O43278	SPINT1
SPINT2.2843.13.2	O43291	SPINT2
SPINT3.7926.13.3	P49223	SPINT3
SPOCK1.5490.53.3	Q08629	SPOCK1
SPOCK2.5491.12.3	Q92563	SPOCK2
SPOCK3.9906.21.3	Q9BQ16	SPOCK3
SPON1.4297.62.3	Q9HCB6	SPON1
SPOP.13727.44.3	O43791	SPOP
SPR.9287.6.3	P35270	SPR
SPRED1.8318.13.3	Q7Z699	SPRED1
SPRY1.9512.24.3	O43609	SPRY1
SPSB1.13942.140.3	Q96BD6	SPSB1
SPTAN1.5031.10.1	Q13813	SPTAN1
SPTLC1.7886.26.3	O15269	SPTLC1
SPTLC2.7267.2.3	O15270	SPTLC2
SRSF6.11573.3.3	Q13247	SRSF6
SRSF7.12987.12.3	Q16629	SRSF7
SRXN1.14268.4.3	Q9BYN0	SRXN1
SSB.13526.5.3	P05455	SSB
SSB.13625.19.3	P05455	SSB
SSMEM1.8298.8.3	Q8WWF3	SSMEM1
SSR1.8106.15.3	P43307	SSR1
SSRP1.5032.64.1	Q08945	SSRP1
SST.5957.30.3	P61278	SST
SSU72.13566.2.3	Q9NP77	SSU72
ST3GAL1.5657.28.3	Q11201	ST3GAL1
ST3GAL2.6281.51.3	Q16842	ST3GAL2
