id	prot_name	trait	file
9313	CBLN1	CBLN1	9313_27_CBLN1_CBLN1.txt.gz
9312	AZGP1	AZGP1	9312_8_AZGP1_AZGP1.txt.gz
9310	CD8B	CD8B	9310_2_CD8B_CD8B.txt.gz
9306	DEFB118	DB118	9306_7_DEFB118_DB118.txt.gz
9302	GADD45GIP1	G45IP	9302_90_GADD45GIP1_G45IP.txt.gz
9297	B3GNT8	B3GN8	9297_12_B3GNT8_B3GN8.txt.gz
9296	PTPRD	PTPRD	9296_15_PTPRD_PTPRD.txt.gz
9294	MFAP2	MFAP2	9294_45_MFAP2_MFAP2.txt.gz
9290	RMDN3	RMD3	9290_8_RMDN3_RMD3.txt.gz
9288	FKBP7	FKBP7	9288_7_FKBP7_FKBP7.txt.gz
9287	SPR	SPRE	9287_6_SPR_SPRE.txt.gz
9283	CD44	CD44	9283_8_CD44_CD44.txt.gz
9282	CRISP2	CRIS2	9282_12_CRISP2_CRIS2.txt.gz
9278	EPYC	Epiphycan	9278_9_EPYC_Epiphycan.txt.gz
9276	CPA2	CBPA2	9276_7_CPA2_CBPA2.txt.gz
9275	CTSL	Cathepsin_L	9275_2_CTSL_Cathepsin_L.txt.gz
9271	STIM1	STIM1	9271_101_STIM1_STIM1.txt.gz
9267	CPA4	CBPA4	9267_2_CPA4_CBPA4.txt.gz
9266	TREM1	sTREM_1	9266_1_TREM1_sTREM_1.txt.gz
9265	GLIPR1	GLIP1	9265_10_GLIPR1_GLIP1.txt.gz
9264	CTSO	CATO	9264_11_CTSO_CATO.txt.gz
9263	SIAE	SIAE	9263_57_SIAE_SIAE.txt.gz
9257	TACO1	TACO1	9257_14_TACO1_TACO1.txt.gz
9256	NPTX1	NPTX1	9256_78_NPTX1_NPTX1.txt.gz
9255	IL17C	IL_17C	9255_5_IL17C_IL_17C.txt.gz
9254	FCER1A	FCERA	9254_18_FCER1A_FCERA.txt.gz
9253	ABO	BGAT	9253_52_ABO_BGAT.txt.gz
9251	MAN2B2	MA2B2	9251_28_MAN2B2_MA2B2.txt.gz
9249	TMEM9	TMEM9	9249_17_TMEM9_TMEM9.txt.gz
9248	MYDGF	CS010	9248_36_MYDGF_CS010.txt.gz
9244	PPT1	PPT1	9244_27_PPT1_PPT1.txt.gz
9243	LYG1	LYG1	9243_10_LYG1_LYG1.txt.gz
9241	SIRPG	SIRPG	9241_40_SIRPG_SIRPG.txt.gz
9237	ACP2	Lysosomal_acid_phosphatase	9237_54_ACP2_Lysosomal_acid_phosphatase.txt.gz
9235	PLXDC1	PXDC1	9235_3_PLXDC1_PXDC1.txt.gz
9234	TWSG1	TWSG1	9234_8_TWSG1_TWSG1.txt.gz
9233	TFPI2	TFPI__2	9233_71_TFPI2_TFPI__2.txt.gz
9231	IMPAD1	IMPA3	9231_23_IMPAD1_IMPA3.txt.gz
9229	CTRL	CTRL	9229_9_CTRL_CTRL.txt.gz
9226	TMUB2	TMUB2	9226_6_TMUB2_TMUB2.txt.gz
9223	MANF	ARMET	9223_11_MANF_ARMET.txt.gz
9221	ITPRIPL1	IPIL1	9221_6_ITPRIPL1_IPIL1.txt.gz
9220	EPHB3	EPHB3	9220_7_EPHB3_EPHB3.txt.gz
9219	NENF	NENF	9219_70_NENF_NENF.txt.gz
9216	PLXNB2	PLXB2	9216_100_PLXNB2_PLXB2.txt.gz
9215	USP25	UBP25	9215_117_USP25_UBP25.txt.gz
9213	FTCD	FTCD	9213_24_FTCD_FTCD.txt.gz
9212	CTSF	CATF	9212_22_CTSF_CATF.txt.gz
9211	SERPINF1	PEDF	9211_19_SERPINF1_PEDF.txt.gz
9207	CRYZL1	QORL1	9207_60_CRYZL1_QORL1.txt.gz
9204	POMC	Corticotropin_lipotropin	9204_33_POMC_Corticotropin_lipotropin.txt.gz
9202	ATP5O	ATPO	9202_309_ATP5O_ATPO.txt.gz
9201	TAGLN2	Transgelin_2	9201_13_TAGLN2_Transgelin_2.txt.gz
9199	UBE2G2	UB2G2	9199_6_UBE2G2_UB2G2.txt.gz
9197	LGALS9	LEG9	9197_4_LGALS9_LEG9.txt.gz
9196	LGALS7	Galectin_7	9196_8_LGALS7_Galectin_7.txt.gz
9191	TFF2	Trefoil_factor_2	9191_8_TFF2_Trefoil_factor_2.txt.gz
9190	CD63	CD63	9190_7_CD63_CD63.txt.gz
9188	CXCL9	MIG	9188_119_CXCL9_MIG.txt.gz
9187	HMGN1	HMGN1	9187_2_HMGN1_HMGN1.txt.gz
9185	TFF1	TFF1	9185_15_TFF1_TFF1.txt.gz
9183	IFNAR1	IFN_a_b_R1	9183_7_IFNAR1_IFN_a_b_R1.txt.gz
9182	LRP1	sLRP1	9182_3_LRP1_sLRP1.txt.gz
9180	IFNGR2	INGR2	9180_6_IFNGR2_INGR2.txt.gz
9178	NRG1	NEUREGULIN_1	9178_30_NRG1_NEUREGULIN_1.txt.gz
9177	FAM3B	FAM3B	9177_6_FAM3B_FAM3B.txt.gz
9176	MUC1	MUC1	9176_3_MUC1_MUC1.txt.gz
9175	DSCAM	DSCAM	9175_48_DSCAM_DSCAM.txt.gz
9173	PGM1	PGM1	9173_21_PGM1_PGM1.txt.gz
9172	MMP8	MMP_8	9172_69_MMP8_MMP_8.txt.gz
9171	CSRP3	CSRP3	9171_11_CSRP3_CSRP3.txt.gz
9170	IL17A	IL_17	9170_24_IL17A_IL_17.txt.gz
9168	CCL26	Eotaxin_3	9168_31_CCL26_Eotaxin_3.txt.gz
9128	FLRT3	FLRT3	9128_34_FLRT3_FLRT3.txt.gz
9127	SLC26A5	S26A5	9127_4_SLC26A5_S26A5.txt.gz
9126	NT5DC3	NT5D3	9126_171_NT5DC3_NT5D3.txt.gz
9125	MASP1	MASP3	9125_23_MASP1_MASP3.txt.gz
9123	DOS	DOS	9123_18_DOS_DOS.txt.gz
9121	FUT2	FUT2	9121_28_FUT2_FUT2.txt.gz
9118	PSD2	PSD2	9118_7_PSD2_PSD2.txt.gz
9117	IL36G	IL_1F9	9117_4_IL36G_IL_1F9.txt.gz
9116	HEPACAM2	HECA2	9116_28_HEPACAM2_HECA2.txt.gz
9115	ADAMDEC1	ADEC1	9115_78_ADAMDEC1_ADEC1.txt.gz
9114	UMODL1	UROL1	9114_84_UMODL1_UROL1.txt.gz
9111	JPH4	JPH4	9111_40_JPH4_JPH4.txt.gz
9110	SYT17	SYT17	9110_2_SYT17_SYT17.txt.gz
9107	ARMC10	ARM10	9107_59_ARMC10_ARM10.txt.gz
9106	LYSMD4	LYSM4	9106_87_LYSMD4_LYSM4.txt.gz
9102	ZFYVE27	ZFY27	9102_28_ZFYVE27_ZFY27.txt.gz
9100	C5orf46	CE046	9100_32_C5orf46_CE046.txt.gz
9099	SYT5	SYT5	9099_19_SYT5_SYT5.txt.gz
9097	KIAA1324	K1324	9097_5_KIAA1324_K1324.txt.gz
9095	MTFR1	MTFR1	9095_5_MTFR1_MTFR1.txt.gz
9094	CLEC4C	CLC4C	9094_5_CLEC4C_CLC4C.txt.gz
9092	ANGPTL1	ANGL1	9092_33_ANGPTL1_ANGL1.txt.gz
9090	SYTL4	SYTL4	9090_9_SYTL4_SYTL4.txt.gz
9089	JPH3	JPH3	9089_77_JPH3_JPH3.txt.gz
9087	NHLRC3	NHLC3	9087_8_NHLRC3_NHLC3.txt.gz
9082	SEL1L2	SE1L2	9082_25_SEL1L2_SE1L2.txt.gz
9081	SLC30A3	ZNT3	9081_39_SLC30A3_ZNT3.txt.gz
9078	SNTB1	SNTB1	9078_207_SNTB1_SNTB1.txt.gz
9077	MAN1A2	MA1A2	9077_10_MAN1A2_MA1A2.txt.gz
9076	PENK	PENK	9076_25_PENK_PENK.txt.gz
9075	KIAA1024	K1024	9075_121_KIAA1024_K1024.txt.gz
9074	FAXDC2	CE004	9074_6_FAXDC2_CE004.txt.gz
9070	C17orf67	CQ067	9070_1_C17orf67_CQ067.txt.gz
9068	JAKMIP3	JKIP3	9068_17_JAKMIP3_JKIP3.txt.gz
9064	RNF215	RN215	9064_12_RNF215_RN215.txt.gz
9061	ARHGEF10	ARHGA	9061_3_ARHGEF10_ARHGA.txt.gz
9060	IGSF9B	TUTLB	9060_27_IGSF9B_TUTLB.txt.gz
9059	RAPGEF5	RPGF5	9059_14_RAPGEF5_RPGF5.txt.gz
9058	TIMM21	TIM21	9058_1_TIMM21_TIM21.txt.gz
9057	ADRM1	ADRM1	9057_19_ADRM1_ADRM1.txt.gz
9055	MYZAP	MYZAP	9055_81_MYZAP_MYZAP.txt.gz
9053	CRIP2	CRIP2	9053_16_CRIP2_CRIP2.txt.gz
9051	IL32	IL32	9051_13_IL32_IL32.txt.gz
9050	RSRP1	CA063	9050_170_RSRP1_CA063.txt.gz
9049	SLC16A3	MOT4	9049_2_SLC16A3_MOT4.txt.gz
9045	SLC27A2	S27A2	9045_3_SLC27A2_S27A2.txt.gz
9044	CNTNAP5	CNTP5	9044_1_CNTNAP5_CNTP5.txt.gz
9043	TFIP11	TFP11	9043_7_TFIP11_TFP11.txt.gz
9040	EPDR1	EPDR1	9040_144_EPDR1_EPDR1.txt.gz
9039	TOR1AIP1	TOIP1	9039_47_TOR1AIP1_TOIP1.txt.gz
9038	JTB	JTB	9038_12_JTB_JTB.txt.gz
9037	STX18	STX18	9037_1_STX18_STX18.txt.gz
9035	MXI1	MXI1	9035_2_MXI1_MXI1.txt.gz
9032	ROS1	ROS1	9032_30_ROS1_ROS1.txt.gz
9030	C17orf89	CQ089	9030_56_C17orf89_CQ089.txt.gz
9028	MTPAP	PAPD1	9028_5_MTPAP_PAPD1.txt.gz
9027	NLGN2	NLGN2	9027_10_NLGN2_NLGN2.txt.gz
9026	BTNL8	BTNL8	9026_40_BTNL8_BTNL8.txt.gz
9025	AHSP	AHSP	9025_5_AHSP_AHSP.txt.gz
9022	DEFB132	DB132	9022_49_DEFB132_DB132.txt.gz
9021	HAVCR1	TIM_1	9021_1_HAVCR1_TIM_1.txt.gz
9018	PCDH10	PCD10	9018_38_PCDH10_PCD10.txt.gz
9017	LCT	LPH	9017_58_LCT_LPH.txt.gz
9016	NR1H2	NR1H2	9016_12_NR1H2_NR1H2.txt.gz
9015	PRG3	PRG3	9015_1_PRG3_PRG3.txt.gz
9014	TMEM25	TMM25	9014_18_TMEM25_TMM25.txt.gz
9012	PRPF6	PRP6	9012_1_PRPF6_PRP6.txt.gz
9008	PRRG1	TMG1	9008_6_PRRG1_TMG1.txt.gz
9005	PLXNA1	PLXA1	9005_16_PLXNA1_PLXA1.txt.gz
9004	LDLRAD4	CR001	9004_24_LDLRAD4_CR001.txt.gz
9003	MARCO	MARCO	9003_99_MARCO_MARCO.txt.gz
9002	SERPINA11	SPA11	9002_36_SERPINA11_SPA11.txt.gz
9000	SLC3A1	SLC31	9000_177_SLC3A1_SLC31.txt.gz
8999	CEACAM3	CEAM3	8999_19_CEACAM3_CEAM3.txt.gz
8998	HS3ST4	HS3S4	8998_15_HS3ST4_HS3S4.txt.gz
8994	SLAMF8	SLAMF8	8994_65_SLAMF8_SLAMF8.txt.gz
8993	RIPK2	RIPK2	8993_151_RIPK2_RIPK2.txt.gz
8992	TMEM2	TMEM2	8992_1_TMEM2_TMEM2.txt.gz
8991	FCRL4	FCRL4	8991_115_FCRL4_FCRL4.txt.gz
8990	ATP1B3	AT1B3	8990_42_ATP1B3_AT1B3.txt.gz
8989	SCUBE1	SCUB1	8989_40_SCUBE1_SCUB1.txt.gz
8985	SERAC1	SRAC1	8985_13_SERAC1_SRAC1.txt.gz
8983	GOLM1	GOLM1	8983_7_GOLM1_GOLM1.txt.gz
8982	THBS3	TSP3	8982_65_THBS3_TSP3.txt.gz
8980	CD200R1L	MO2R2	8980_19_CD200R1L_MO2R2.txt.gz
8978	MAP4K3	M4K3	8978_30_MAP4K3_M4K3.txt.gz
8976	B4GALNT1	B4GN1	8976_13_B4GALNT1_B4GN1.txt.gz
8975	RQCD1	RCD1	8975_26_RQCD1_RCD1.txt.gz
8974	COL15A1	COFA1	8974_172_COL15A1_COFA1.txt.gz
8973	FCRL4	FCRL4	8973_23_FCRL4_FCRL4.txt.gz
8971	NRXN1	NRX1A	8971_9_NRXN1_NRX1A.txt.gz
8970	RIPK2	RIPK2	8970_9_RIPK2_RIPK2.txt.gz
8969	CD14	CD14	8969_49_CD14_CD14.txt.gz
8967	DUSP26	DUS26	8967_6_DUSP26_DUS26.txt.gz
8963	VTI1B	Vti1_rp1	8963_8_VTI1B_Vti1_rp1.txt.gz
8962	RPS6KB1	KS6B1	8962_48_RPS6KB1_KS6B1.txt.gz
8960	ERAP2	LRAP	8960_3_ERAP2_LRAP.txt.gz
8959	ADAM17	ADAM_17	8959_61_ADAM17_ADAM_17.txt.gz
8958	CHL1	CHL1	8958_51_CHL1_CHL1.txt.gz
8957	ERLEC1	XTP3B	8957_72_ERLEC1_XTP3B.txt.gz
8956	SCARF2	SREC_II	8956_96_SCARF2_SREC_II.txt.gz
8955	GLT8D1	GL8D1	8955_60_GLT8D1_GL8D1.txt.gz
8954	MAP4K1	M4K1	8954_30_MAP4K1_M4K1.txt.gz
8953	HDGF	HDGF	8953_47_HDGF_HDGF.txt.gz
8951	CSPG4	CSPG4	8951_162_CSPG4_CSPG4.txt.gz
8950	CLCA2	CLCA2	8950_4_CLCA2_CLCA2.txt.gz
8948	ADAM19	ADA19	8948_13_ADAM19_ADA19.txt.gz
8946	NR1H4	NR1H4	8946_38_NR1H4_NR1H4.txt.gz
8945	FAM175B	F175B	8945_7_FAM175B_F175B.txt.gz
8942	MRPL21	RM21	8942_2_MRPL21_RM21.txt.gz
8941	NLGN3	NLGN3	8941_4_NLGN3_NLGN3.txt.gz
8935	ABCC6	MRP6	8935_22_ABCC6_MRP6.txt.gz
8933	MEF2C	MEF2C	8933_84_MEF2C_MEF2C.txt.gz
8932	ENTPD6	ENTP6	8932_1_ENTPD6_ENTP6.txt.gz
8931	G0S2	G0S2	8931_124_G0S2_G0S2.txt.gz
8929	BDP1	BDP1	8929_7_BDP1_BDP1.txt.gz
8927	C7orf73	CG073	8927_6_C7orf73_CG073.txt.gz
8925	RRM2B	RIR2B	8925_25_RRM2B_RIR2B.txt.gz
8924	CALY	CALY	8924_55_CALY_CALY.txt.gz
8923	GALNT16	GLTL1	8923_94_GALNT16_GLTL1.txt.gz
8922	TMCC3	TMCC3	8922_4_TMCC3_TMCC3.txt.gz
8921	PABPN1	PABP2	8921_139_PABPN1_PABP2.txt.gz
8918	PTK2B	FAK2	8918_64_PTK2B_FAK2.txt.gz
8916	STIM1	STIM1	8916_32_STIM1_STIM1.txt.gz
8913	SIGLEC11	SIG11	8913_22_SIGLEC11_SIG11.txt.gz
8909	GNPDA1	GNPI1	8909_77_GNPDA1_GNPI1.txt.gz
8908	KCNE5	KCE1L	8908_14_KCNE5_KCE1L.txt.gz
8907	UGT2A1	UD2A1	8907_11_UGT2A1_UD2A1.txt.gz
8906	LRTM2	LRTM2	8906_60_LRTM2_LRTM2.txt.gz
8905	KCNMB3	KCMB3	8905_20_KCNMB3_KCMB3.txt.gz
8903	COX6C	COX6C	8903_1_COX6C_COX6C.txt.gz
8900	NEO1	NEO1	8900_28_NEO1_NEO1.txt.gz
8899	UGT1A8	UD18	8899_75_UGT1A8_UD18.txt.gz
8897	LRRC37A2	L37A2	8897_3_LRRC37A2_L37A2.txt.gz
8894	HNRNPAB	hnRNP_A_B	8894_80_HNRNPAB_hnRNP_A_B.txt.gz
8893	PARP1	PARP	8893_29_PARP1_PARP.txt.gz
8892	PEAR1	PEAR1	8892_14_PEAR1_PEAR1.txt.gz
8891	CPVL	CPVL	8891_7_CPVL_CPVL.txt.gz
8890	TMEM132B	T132B	8890_9_TMEM132B_T132B.txt.gz
8889	CCPG1	CCPG1	8889_5_CCPG1_CCPG1.txt.gz
8888	SMIM9	CX068	8888_33_SMIM9_CX068.txt.gz
8887	NUDC	NUDC	8887_21_NUDC_NUDC.txt.gz
8885	CACNA2D3	CA2D3	8885_6_CACNA2D3_CA2D3.txt.gz
8882	ADAM17	ADAM_17	8882_1_ADAM17_ADAM_17.txt.gz
8878	YTHDC1	YTDC1	8878_48_YTHDC1_YTDC1.txt.gz
8877	EVA1C	F176C	8877_22_EVA1C_F176C.txt.gz
8876	NRXN2	NRX2B	8876_51_NRXN2_NRX2B.txt.gz
8874	CLN5	CLN5	8874_53_CLN5_CLN5.txt.gz
8872	SEC61G	SC61G	8872_1_SEC61G_SC61G.txt.gz
8870	NPM1	NPM1	8870_38_NPM1_NPM1.txt.gz
8869	BTN2A1	BT2A1	8869_5_BTN2A1_BT2A1.txt.gz
8867	PAEP	Glycodelin	8867_18_PAEP_Glycodelin.txt.gz
8866	QPCTL	QPCTL	8866_53_QPCTL_QPCTL.txt.gz
8864	CENPW	CENPW	8864_59_CENPW_CENPW.txt.gz
8863	PIK3R1	P85A	8863_3_PIK3R1_P85A.txt.gz
8859	CA11	CAH11	8859_51_CA11_CAH11.txt.gz
8858	BATF3	BATF3	8858_21_BATF3_BATF3.txt.gz
8853	CLEC4A	CLC4A	8853_2_CLEC4A_CLC4A.txt.gz
8852	SUN3	SUN3	8852_10_SUN3_SUN3.txt.gz
8850	PLA2G2C	PA2GC	8850_5_PLA2G2C_PA2GC.txt.gz
8845	ADAMTS3	ATS3	8845_2_ADAMTS3_ATS3.txt.gz
8843	MYRF	MRF	8843_34_MYRF_MRF.txt.gz
8842	GRAMD1C	GRM1C	8842_16_GRAMD1C_GRM1C.txt.gz
8841	CILP2	CILP2	8841_65_CILP2_CILP2.txt.gz
8840	C1S	C1s	8840_61_C1S_C1s.txt.gz
8839	MTX2	Metaxin_2	8839_4_MTX2_Metaxin_2.txt.gz
8838	CASC4	CASC4	8838_10_CASC4_CASC4.txt.gz
8837	MFAP3L	MFA3L	8837_8_MFAP3L_MFA3L.txt.gz
8834	CANX	Calnexin	8834_58_CANX_Calnexin.txt.gz
8833	TNFSF10	TRAIL	8833_20_TNFSF10_TRAIL.txt.gz
8832	BST2	BST_2	8832_55_BST2_BST_2.txt.gz
8828	ESRP1	ESRP1	8828_21_ESRP1_ESRP1.txt.gz
8825	PILRA	PILRA	8825_4_PILRA_PILRA.txt.gz
8818	IFNGR2	INGR2	8818_13_IFNGR2_INGR2.txt.gz
8817	CENPV	CENPV	8817_29_CENPV_CENPV.txt.gz
8815	OLFML1	OLFL1	8815_1_OLFML1_OLFL1.txt.gz
8814	PSAPL1	SAPL1	8814_33_PSAPL1_SAPL1.txt.gz
8813	TXN	Thioredoxin	8813_160_TXN_Thioredoxin.txt.gz
8811	BAMBI	BAMBI	8811_24_BAMBI_BAMBI.txt.gz
8810	HEPACAM	HEPACAM	8810_26_HEPACAM_HEPACAM.txt.gz
8807	SNX1	SNX1	8807_13_SNX1_SNX1.txt.gz
8804	COL20A1	COKA1	8804_39_COL20A1_COKA1.txt.gz
8803	PVRL1	nectin_1_gamma	8803_61_PVRL1_nectin_1_gamma.txt.gz
8800	TTC17	TTC17	8800_14_TTC17_TTC17.txt.gz
8795	TFRC	TR	8795_48_TFRC_TR.txt.gz
8794	DPEP1	DPEP1	8794_13_DPEP1_DPEP1.txt.gz
8791	CA5A	Carbonic_Anhydrase_VA	8791_151_CA5A_Carbonic_Anhydrase_VA.txt.gz
8786	FAM171B	F171B	8786_6_FAM171B_F171B.txt.gz
8785	ARMC5	ARMC5	8785_1_ARMC5_ARMC5.txt.gz
8784	FAM175A	F175A	8784_7_FAM175A_F175A.txt.gz
8780	PCDH10	PCD10	8780_2_PCDH10_PCD10.txt.gz
8778	NOG	Noggin	8778_3_NOG_Noggin.txt.gz
8776	ERLIN1	ERLN1	8776_10_ERLIN1_ERLN1.txt.gz
8775	FAM24B	FA24B	8775_61_FAM24B_FA24B.txt.gz
8773	EMILIN3	EMIL3	8773_172_EMILIN3_EMIL3.txt.gz
8772	EFNB2	EFNB2	8772_5_EFNB2_EFNB2.txt.gz
8768	BCL10	Bcl_10	8768_4_BCL10_Bcl_10.txt.gz
8767	ECE1	Endothelin_converting_enzyme_1	8767_44_ECE1_Endothelin_converting_enzyme_1.txt.gz
8766	LILRA5	LIRA5	8766_29_LILRA5_LIRA5.txt.gz
8760	DCUN1D5	DCNL5	8760_10_DCUN1D5_DCNL5.txt.gz
8759	A4GALT	a1_4_Galactosyltransferase	8759_29_A4GALT_a1_4_Galactosyltransferase.txt.gz
8758	PCDHA7	PCDA7	8758_2_PCDHA7_PCDA7.txt.gz
8756	KCNE5	KCE1L	8756_41_KCNE5_KCE1L.txt.gz
8754	NMU	NMU	8754_5_NMU_NMU.txt.gz
8750	VCL	Vinculin	8750_46_VCL_Vinculin.txt.gz
8749	CD1D	CD1D	8749_194_CD1D_CD1D.txt.gz
8748	CD74	HG2A	8748_45_CD74_HG2A.txt.gz
8700	GALNT11	GLT11	8700_325_GALNT11_GLT11.txt.gz
8699	CRIM1	CRIM1	8699_43_CRIM1_CRIM1.txt.gz
8697	GPC1	Glypican_1	8697_38_GPC1_Glypican_1.txt.gz
8696	GAL3ST1	G3ST1	8696_15_GAL3ST1_G3ST1.txt.gz
8690	CAV3	CAV3	8690_25_CAV3_CAV3.txt.gz
8687	TMEM106B	T106B	8687_26_TMEM106B_T106B.txt.gz
8686	C11orf73	HIKES	8686_342_C11orf73_HIKES.txt.gz
8681	PGRMC2	PGRC2	8681_93_PGRMC2_PGRC2.txt.gz
8671	TRAPPC5	TPPC5	8671_378_TRAPPC5_TPPC5.txt.gz
8664	PKDCC	PKDCC	8664_36_PKDCC_PKDCC.txt.gz
8660	OLFML3	OLFL3	8660_5_OLFML3_OLFL3.txt.gz
8659	G6B	G6B	8659_68_G6B_G6B.txt.gz
8654	ADAM10	ADAM_10	8654_13_ADAM10_ADAM_10.txt.gz
8653	DNAJC4	DNJC4	8653_132_DNAJC4_DNJC4.txt.gz
8646	LRRTM4	LRRT4	8646_61_LRRTM4_LRRT4.txt.gz
8635	ZPBP	ZPBP1	8635_283_ZPBP_ZPBP1.txt.gz
8633	RNF128	RN128	8633_18_RNF128_RN128.txt.gz
8631	ERMAP	ERMAP	8631_13_ERMAP_ERMAP.txt.gz
8606	GPNMB	GPNMB	8606_39_GPNMB_GPNMB.txt.gz
8601	LRP1	sLRP1	8601_167_LRP1_sLRP1.txt.gz
8597	TMEM9	TMEM9	8597_1_TMEM9_TMEM9.txt.gz
8589	CDCP1	CDCP1	8589_13_CDCP1_CDCP1.txt.gz
8587	SPINK14	ISK52	8587_21_SPINK14_ISK52.txt.gz
8569	ARL8B	ARL8B	8569_147_ARL8B_ARL8B.txt.gz
8565	PLVAP	PLVAP	8565_160_PLVAP_PLVAP.txt.gz
8556	FAM134B	F134B	8556_5_FAM134B_F134B.txt.gz
8535	DMKN	Dermokine	8535_102_DMKN_Dermokine.txt.gz
8529	TNFRSF10B	TRAIL_R2	8529_1_TNFRSF10B_TRAIL_R2.txt.gz
8520	ADAM30	ADA30	8520_8_ADAM30_ADA30.txt.gz
8485	KEAP1	KEAP1	8485_7_KEAP1_KEAP1.txt.gz
8484	LEP	Leptin	8484_24_LEP_Leptin.txt.gz
8480	EFEMP1	FBLN3	8480_29_EFEMP1_FBLN3.txt.gz
8479	MMP10	MMP_10	8479_4_MMP10_MMP_10.txt.gz
8476	CHGA	CgA	8476_11_CHGA_CgA.txt.gz
8470	RNASEH1	RNase_H1	8470_213_RNASEH1_RNase_H1.txt.gz
8469	IGFBP2	IGFBP_2	8469_41_IGFBP2_IGFBP_2.txt.gz
8468	KLK3	PSA	8468_19_KLK3_PSA.txt.gz
8465	CTSH	Cathepsin_H	8465_52_CTSH_Cathepsin_H.txt.gz
8464	RSPO4	RSPO4	8464_31_RSPO4_RSPO4.txt.gz
8462	GH1	HGH	8462_18_GH1_HGH.txt.gz
8459	BMP6	BMP_6	8459_10_BMP6_BMP_6.txt.gz
8458	SNCA	a_Synuclein	8458_111_SNCA_a_Synuclein.txt.gz
8450	ADCYAP1	PACAP_38	8450_36_ADCYAP1_PACAP_38.txt.gz
8447	GHRL	ghrelin	8447_11_GHRL_ghrelin.txt.gz
8446	ADCYAP1	PACAP_27	8446_4_ADCYAP1_PACAP_27.txt.gz
8429	AXIN2	AXIN2	8429_16_AXIN2_AXIN2.txt.gz
8428	NTM	NTRI	8428_102_NTM_NTRI.txt.gz
8427	RSPO3	RSPO3	8427_118_RSPO3_RSPO3.txt.gz
8424	CTNNB1	b_Catenin	8424_269_CTNNB1_b_Catenin.txt.gz
8409	RSPO2	RSPO2	8409_3_RSPO2_RSPO2.txt.gz
8406	IGF1	IGF_I	8406_17_IGF1_IGF_I.txt.gz
8405	ADAM10	ADAM_10	8405_108_ADAM10_ADAM_10.txt.gz
8404	BOLA2	BolA_like_protein_2	8404_102_BOLA2_BolA_like_protein_2.txt.gz
8403	FASN	Fatty_acid_synthase	8403_18_FASN_Fatty_acid_synthase.txt.gz
8402	CYTL1	CYTL1	8402_22_CYTL1_CYTL1.txt.gz
8400	GRP	Gastrin_releasing_peptide	8400_74_GRP_Gastrin_releasing_peptide.txt.gz
8399	STK17B	DRAK2	8399_6_STK17B_DRAK2.txt.gz
8398	RARRES1	RAR_responsive_protein_TIG1	8398_277_RARRES1_RAR_responsive_protein_TIG1.txt.gz
8397	QSOX2	QSOX2	8397_147_QSOX2_QSOX2.txt.gz
8396	FAAH2	FAAH2	8396_42_FAAH2_FAAH2.txt.gz
8394	RNASE2	RNase_2	8394_56_RNASE2_RNase_2.txt.gz
8391	DEFB115	DB115	8391_12_DEFB115_DB115.txt.gz
8390	COX7A1	CX7A1	8390_25_COX7A1_CX7A1.txt.gz
8389	LRRC74A	CN16B	8389_8_LRRC74A_CN16B.txt.gz
8388	SPAST	Spastin	8388_24_SPAST_Spastin.txt.gz
8386	PATE1	PATE	8386_11_PATE1_PATE.txt.gz
8383	C11orf94	CK094	8383_20_C11orf94_CK094.txt.gz
8382	MAPKAPK5	MAPK5	8382_47_MAPKAPK5_MAPK5.txt.gz
8380	DLK1	DLK1	8380_244_DLK1_DLK1.txt.gz
8378	LDOC1	LDOC1	8378_3_LDOC1_LDOC1.txt.gz
8376	LHB	LSHB	8376_25_LHB_LSHB.txt.gz
8374	NGFR	NGF_R	8374_5_NGFR_NGF_R.txt.gz
8372	CDHR1	CDHR1	8372_29_CDHR1_CDHR1.txt.gz
8369	DAG1	DAG1	8369_102_DAG1_DAG1.txt.gz
8368	TNFRSF1B	TNF_sR_II	8368_102_TNFRSF1B_TNF_sR_II.txt.gz
8367	VSIG1	VSIG1	8367_142_VSIG1_VSIG1.txt.gz
8366	C1orf115	CA115	8366_19_C1orf115_CA115.txt.gz
8364	UST	UST	8364_74_UST_UST.txt.gz
8363	KIAA1324L	K132L	8363_18_KIAA1324L_K132L.txt.gz
8360	NCR1	NKp46	8360_169_NCR1_NKp46.txt.gz
8358	PRDX3	Peroxiredoxin_3	8358_30_PRDX3_Peroxiredoxin_3.txt.gz
8357	SULT4A1	ST4A1	8357_43_SULT4A1_ST4A1.txt.gz
8356	OXT	NEU1	8356_88_OXT_NEU1.txt.gz
8355	ISM1	ISM1	8355_80_ISM1_ISM1.txt.gz
8353	SCN2B	SCN2B	8353_15_SCN2B_SCN2B.txt.gz
8352	SIGLEC12	SIG12	8352_26_SIGLEC12_SIG12.txt.gz
8351	PRSS57	PRS57	8351_17_PRSS57_PRS57.txt.gz
8347	DEFB129	DB129	8347_222_DEFB129_DB129.txt.gz
8346	DPP7	DPP2	8346_9_DPP7_DPP2.txt.gz
8345	GPX7	GPX7	8345_27_GPX7_GPX7.txt.gz
8343	PAPOLG	PAPOG	8343_224_PAPOLG_PAPOG.txt.gz
8340	DEFB110	DB110	8340_9_DEFB110_DB110.txt.gz
8337	PTPRU	PTPRU	8337_65_PTPRU_PTPRU.txt.gz
